,Additions,Deletions,Changes,AmountOfFiles,UserEmail,MessageLength,Timestamp,RepositoryName,RepositoryOwner,RepositoryBranch
2,0,0,0,1,Data Structures,34,2016-08-28 16:15:40+00:00,CSE2341-16F,SMUCSE2341,njwoodard
3,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,njwoodard
0,1,0,1,1,rjwongtx,13,2016-12-05 19:33:54+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
1,0,1,1,1,rjwongtx,19,2016-12-05 19:33:38+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
2,1,0,1,1,rjwongtx,19,2016-12-05 19:32:49+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
3,0,1,1,1,rjwongtx,19,2016-11-27 03:41:01+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
4,1,0,1,1,rjwongtx,19,2016-11-27 03:40:48+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
5,12005,0,12005,9,Erik Gabrielsen,71,2016-11-18 07:40:14+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
6,974,0,974,6,Erik Gabrielsen,71,2016-11-18 07:34:52+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
7,129,80,209,4,Roger Wong,16,2016-11-07 08:04:30+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
8,23,13,36,5,Roger Wong,27,2016-11-07 05:15:09+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
9,80,80,160,4,Roger Wong,15,2016-11-07 00:04:30+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
10,15,14,29,2,Roger Wong,17,2016-11-06 19:51:52+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
11,79,69,148,3,Roger Wong,29,2016-11-06 19:44:09+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
12,191,49,240,6,Roger Wong,6,2016-11-06 08:18:34+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
13,11793,0,11793,9,Roger Wong,18,2016-11-05 21:09:50+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
14,20,10703,10723,12,Erik Gabrielsen,73,2016-10-24 00:24:05+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
15,629,35,664,12,Erik Gabrielsen,65,2016-10-24 00:23:56+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
16,974,0,974,6,Roger Wong,27,2016-10-23 05:40:42+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
17,0,3,3,1,rjwongtx,24,2016-10-17 03:10:13+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
18,0,10546,10546,3,Roger Wong,9,2016-10-17 03:08:53+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
19,0,121,121,5,Roger Wong,9,2016-10-17 03:06:22+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
20,20,33,53,3,Roger Wong,9,2016-10-17 03:01:30+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
21,11419,0,11419,8,Erik Gabrielsen,69,2016-10-16 19:14:57+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
22,6,7,13,2,Roger Wong,16,2016-10-12 05:17:14+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
23,8,1,9,2,Roger Wong,16,2016-10-12 04:59:21+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
24,0,4,4,1,Roger Wong,16,2016-10-12 04:51:44+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
25,623,31,654,11,Roger Wong,16,2016-10-12 04:46:24+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
26,114,57,171,5,Roger Wong,26,2016-09-29 02:40:06+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
27,0,75,75,5,Roger Wong,13,2016-09-26 07:08:31+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
28,319,142,461,4,Roger Wong,13,2016-09-26 07:05:32+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
29,11228,34,11262,15,Erik Gabrielsen,54,2016-09-26 00:51:02+00:00,CSE2341-16F,SMUCSE2341,rjwongtx
0,11017,0,11017,9,Erik Gabrielsen,76,2016-09-25 19:27:33+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
1,288,0,288,3,justinledford,77,2016-09-13 00:51:38+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
2,0,10,10,1,Ken Phaxay,15,2016-09-08 01:10:26+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
3,0,34,34,1,Ken Phaxay,17,2016-09-08 01:09:21+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
4,0,181,181,1,Ken Phaxay,17,2016-09-08 01:09:15+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
5,0,10509,10509,1,Ken Phaxay,16,2016-09-08 01:09:07+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
6,0,85,85,1,Ken Phaxay,16,2016-09-08 01:08:55+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
7,0,34,34,1,Ken Phaxay,15,2016-09-08 01:08:42+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
8,0,0,0,1,Ken Phaxay,17,2016-09-08 01:08:16+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
9,0,9,9,1,Ken Phaxay,19,2016-09-08 01:07:56+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
10,91,34,125,5,KPhaxay,69,2016-09-08 00:46:58+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
11,33,4,37,2,KPhaxay,39,2016-09-06 01:07:45+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
12,10941,0,10941,9,KPhaxay,48,2016-09-05 23:15:48+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
13,10852,0,10852,6,KPhaxay,11,2016-09-05 22:37:20+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
14,288,0,288,3,KPhaxay,24,2016-08-25 20:59:03+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
15,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,KPhaxay
0,765,0,765,8,justinledford,67,2016-11-09 22:14:03+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
1,71,27,98,3,Erik Gabrielsen,65,2016-10-26 14:56:04+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
2,9,11,20,2,Michelle A,21,2016-10-24 10:51:34+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
3,2,2,4,1,Michelle A,14,2016-10-24 10:37:47+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
4,15,3,18,2,Michelle A,11,2016-10-24 10:19:51+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
5,587,6,593,6,Michelle A,31,2016-10-24 09:29:56+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
6,25,2,27,3,Michelle A,69,2016-10-23 19:28:26+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
7,21,3,24,3,Michelle A,31,2016-10-23 19:18:03+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
8,133,0,133,5,Michelle A,43,2016-10-23 19:11:39+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
9,1,7,8,1,justinledford,75,2016-10-22 16:26:09+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
10,739,102,841,13,justinledford,69,2016-10-22 16:26:00+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
11,38,9,47,2,Michelle Aphaiyarath,24,2016-10-17 09:55:20+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
12,32,48,80,3,Michelle Aphaiyarath,23,2016-10-17 08:35:12+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
13,49,18,67,2,Michelle Aphaiyarath,44,2016-10-17 07:50:11+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
14,11689,0,11689,12,justinledford,62,2016-10-14 17:18:00+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
15,1,7,8,1,Michelle Aphaiyarath,10,2016-10-12 10:54:34+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
16,0,5,5,2,Michelle Aphaiyarath,20,2016-10-12 10:48:12+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
17,0,0,0,1,Michelle Aphaiyarath,31,2016-10-12 10:45:57+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
18,108,41,149,8,Michelle Aphaiyarath,15,2016-10-12 10:32:22+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
19,44,27,71,5,Michelle Aphaiyarath,24,2016-10-12 09:48:48+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
20,16,16,32,1,Michelle Aphaiyarath,14,2016-10-12 08:28:13+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
21,39,15,54,3,Michelle Aphaiyarath,41,2016-10-12 07:19:48+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
22,47,12,59,2,Michelle Aphaiyarath,14,2016-10-12 05:47:02+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
23,16,3,19,2,Michelle Aphaiyarath,33,2016-10-12 02:34:43+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
24,26,14,40,3,Michelle Aphaiyarath,18,2016-10-12 02:22:50+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
25,27,15,42,5,Michelle Aphaiyarath,61,2016-10-12 01:12:22+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
26,1,1,2,1,Michelle Aphaiyarath,57,2016-10-12 00:17:15+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
27,20,6,26,2,Michelle Aphaiyarath,44,2016-10-12 00:12:28+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
28,79,41,120,7,Michelle Aphaiyarath,36,2016-10-11 23:26:30+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
29,17,14,31,2,Michelle Aphaiyarath,94,2016-10-06 23:24:08+00:00,CSE2341-16F,SMUCSE2341,maphaiyarath
0,312,0,312,5,jaffeej,112,2016-09-08 07:33:54+00:00,CSE2341-16F,SMUCSE2341,jaffeej
1,312,0,312,5,Jordan Jaffee,65,2016-09-08 07:28:16+00:00,CSE2341-16F,SMUCSE2341,jaffeej
2,10,0,10,1,jaffeej,98,2016-08-29 04:42:44+00:00,CSE2341-16F,SMUCSE2341,jaffeej
3,10,0,10,1,Jordan Jaffee,21,2016-08-29 04:16:57+00:00,CSE2341-16F,SMUCSE2341,jaffeej
4,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,jaffeej
0,1,0,1,1,sglasford,11,2016-11-28 19:25:27+00:00,CSE2341-16F,SMUCSE2341,sglasford
1,1376,0,1376,7,justinledford,54,2016-11-09 22:23:35+00:00,CSE2341-16F,SMUCSE2341,sglasford
2,193,192,385,4,sglasford,27,2016-10-24 00:13:43+00:00,CSE2341-16F,SMUCSE2341,sglasford
3,1375,0,1375,6,sglasford,12,2016-10-20 20:55:44+00:00,CSE2341-16F,SMUCSE2341,sglasford
4,13487,0,13487,16,justinledford,54,2016-10-14 17:24:17+00:00,CSE2341-16F,SMUCSE2341,sglasford
5,472,114,586,13,sglasford,10,2016-10-12 02:14:58+00:00,CSE2341-16F,SMUCSE2341,sglasford
6,1401,92,1493,13,sglasford,73,2016-10-04 01:50:51+00:00,CSE2341-16F,SMUCSE2341,sglasford
7,742,36,778,7,sglasford,66,2016-09-26 02:21:56+00:00,CSE2341-16F,SMUCSE2341,sglasford
8,320,177,497,7,justinledford,84,2016-09-26 01:13:51+00:00,CSE2341-16F,SMUCSE2341,sglasford
9,11114,0,11114,9,sglasford,12,2016-09-19 19:18:58+00:00,CSE2341-16F,SMUCSE2341,sglasford
10,320,177,497,7,sglasford,29,2016-09-19 06:36:38+00:00,CSE2341-16F,SMUCSE2341,sglasford
11,12501,0,12501,11,justinledford,60,2016-09-15 21:45:54+00:00,CSE2341-16F,SMUCSE2341,sglasford
12,97,0,97,4,justinledford,70,2016-09-15 15:41:36+00:00,CSE2341-16F,SMUCSE2341,sglasford
13,185,54,239,6,sglasford,15,2016-09-15 12:27:58+00:00,CSE2341-16F,SMUCSE2341,sglasford
14,4,2,6,2,sglasford,23,2016-09-14 13:22:10+00:00,CSE2341-16F,SMUCSE2341,sglasford
15,198,66,264,5,sglasford,18,2016-09-14 13:01:35+00:00,CSE2341-16F,SMUCSE2341,sglasford
16,590,108,698,7,sglasford,49,2016-09-12 22:45:49+00:00,CSE2341-16F,SMUCSE2341,sglasford
17,108,26,134,7,sglasford,51,2016-09-07 21:14:34+00:00,CSE2341-16F,SMUCSE2341,sglasford
18,434,174,608,5,sglasford,16,2016-09-06 05:35:21+00:00,CSE2341-16F,SMUCSE2341,sglasford
19,250,27,277,4,sglasford,24,2016-09-03 21:23:21+00:00,CSE2341-16F,SMUCSE2341,sglasford
20,71,18,89,6,sglasford,13,2016-09-01 00:27:37+00:00,CSE2341-16F,SMUCSE2341,sglasford
21,11136,0,11136,8,sglasford,12,2016-08-31 14:00:38+00:00,CSE2341-16F,SMUCSE2341,sglasford
22,90,0,90,3,sglasford,22,2016-08-26 20:03:23+00:00,CSE2341-16F,SMUCSE2341,sglasford
23,1,6,7,1,sglasford,17,2016-08-26 19:31:23+00:00,CSE2341-16F,SMUCSE2341,sglasford
24,5,1,6,1,sglasford,20,2016-08-25 23:11:41+00:00,CSE2341-16F,SMUCSE2341,sglasford
25,8,0,8,1,sglasford,13,2016-08-25 23:07:11+00:00,CSE2341-16F,SMUCSE2341,sglasford
26,0,0,0,1,sglasford,21,2016-08-25 22:59:02+00:00,CSE2341-16F,SMUCSE2341,sglasford
27,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,sglasford
0,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,egaunt
0,11207,0,11207,8,justinledford,70,2016-10-14 17:17:11+00:00,CSE2341-16F,SMUCSE2341,Auwstin
1,11207,0,11207,8,Auwstin,20,2016-09-26 07:20:10+00:00,CSE2341-16F,SMUCSE2341,Auwstin
2,10873,95,10968,7,justinledford,62,2016-09-26 01:05:37+00:00,CSE2341-16F,SMUCSE2341,Auwstin
3,10884,0,10884,6,justinledford,62,2016-09-26 01:05:28+00:00,CSE2341-16F,SMUCSE2341,Auwstin
4,10873,95,10968,7,Auwstin,7,2016-09-13 04:11:21+00:00,CSE2341-16F,SMUCSE2341,Auwstin
5,10884,0,10884,6,Auwstin,7,2016-09-08 05:31:19+00:00,CSE2341-16F,SMUCSE2341,Auwstin
6,241,0,241,4,Auwstin,72,2016-09-06 09:29:41+00:00,CSE2341-16F,SMUCSE2341,Auwstin
7,241,0,241,4,Auwstin,32,2016-09-06 08:42:59+00:00,CSE2341-16F,SMUCSE2341,Auwstin
8,594,0,594,8,Auwstin,75,2016-08-30 22:05:30+00:00,CSE2341-16F,SMUCSE2341,Auwstin
9,594,0,594,8,Austin Albrecht,19,2016-08-29 20:51:22+00:00,CSE2341-16F,SMUCSE2341,Auwstin
10,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,Auwstin
0,1,0,1,1,Andy,18,2016-11-16 22:32:51+00:00,CSE2341-16F,SMUCSE2341,luandy64
1,11106,0,11106,7,Erik Gabrielsen,100,2016-10-16 18:14:21+00:00,CSE2341-16F,SMUCSE2341,luandy64
2,0,10,10,1,Andy,15,2016-09-26 06:33:00+00:00,CSE2341-16F,SMUCSE2341,luandy64
3,11116,0,11116,8,Andy Lu,52,2016-09-26 06:30:28+00:00,CSE2341-16F,SMUCSE2341,luandy64
4,600,41,641,9,Erik Gabrielsen,71,2016-09-26 01:04:56+00:00,CSE2341-16F,SMUCSE2341,luandy64
5,5,0,5,1,Andy,32,2016-09-19 09:04:30+00:00,CSE2341-16F,SMUCSE2341,luandy64
6,31,0,31,6,Andy Lu,49,2016-09-19 08:49:00+00:00,CSE2341-16F,SMUCSE2341,luandy64
7,564,41,605,9,Andy Lu,28,2016-09-19 08:42:11+00:00,CSE2341-16F,SMUCSE2341,luandy64
8,11422,0,11422,8,Erik Gabrielsen,80,2016-09-17 18:06:49+00:00,CSE2341-16F,SMUCSE2341,luandy64
9,10,0,10,1,Erik Gabrielsen,96,2016-09-13 06:41:15+00:00,CSE2341-16F,SMUCSE2341,luandy64
10,11422,0,11422,8,Andy Lu,37,2016-09-06 08:01:45+00:00,CSE2341-16F,SMUCSE2341,luandy64
11,10,0,10,1,Andy Lu,32,2016-08-28 03:14:00+00:00,CSE2341-16F,SMUCSE2341,luandy64
12,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,luandy64
0,12361,0,12361,11,Amanda Esposito,56,2017-01-25 21:46:45+00:00,CSE2341-16F,SMUCSE2341,esposama
1,148,93,241,6,esposama,3,2017-01-25 21:29:53+00:00,CSE2341-16F,SMUCSE2341,esposama
2,26,26,52,1,esposama,13,2017-01-25 06:48:19+00:00,CSE2341-16F,SMUCSE2341,esposama
3,0,127348,127348,25,esposama,20,2017-01-25 06:40:15+00:00,CSE2341-16F,SMUCSE2341,esposama
4,127395,72,127467,29,esposama,13,2017-01-25 06:36:47+00:00,CSE2341-16F,SMUCSE2341,esposama
5,11,7,18,1,esposama,14,2017-01-25 05:55:56+00:00,CSE2341-16F,SMUCSE2341,esposama
6,194,67,261,1,esposama,18,2017-01-25 01:40:07+00:00,CSE2341-16F,SMUCSE2341,esposama
7,138,48,186,2,esposama,30,2017-01-24 22:57:51+00:00,CSE2341-16F,SMUCSE2341,esposama
8,148,127,275,6,esposama,30,2017-01-24 21:05:13+00:00,CSE2341-16F,SMUCSE2341,esposama
9,11494,608,12102,18,esposama,14,2017-01-23 23:53:30+00:00,CSE2341-16F,SMUCSE2341,esposama
10,359,1,360,6,esposama,64,2017-01-12 05:04:01+00:00,CSE2341-16F,SMUCSE2341,esposama
11,107,54,161,3,esposama,58,2017-01-12 04:42:00+00:00,CSE2341-16F,SMUCSE2341,esposama
12,0,792,792,7,esposama,22,2017-01-09 03:37:48+00:00,CSE2341-16F,SMUCSE2341,esposama
13,792,0,792,7,esposama,1,2017-01-09 03:33:46+00:00,CSE2341-16F,SMUCSE2341,esposama
14,35312,0,35312,54,esposama,103,2017-01-09 03:25:15+00:00,CSE2341-16F,SMUCSE2341,esposama
15,792,0,792,7,esposama,12,2017-01-09 01:36:37+00:00,CSE2341-16F,SMUCSE2341,esposama
16,223,0,223,4,justinledford,64,2016-11-09 22:22:37+00:00,CSE2341-16F,SMUCSE2341,esposama
17,341,335,676,16,justinledford,85,2016-11-09 22:22:27+00:00,CSE2341-16F,SMUCSE2341,esposama
18,223,0,223,4,esposama,14,2016-10-23 23:48:23+00:00,CSE2341-16F,SMUCSE2341,esposama
19,23674,0,23674,32,justinledford,65,2016-10-23 16:15:07+00:00,CSE2341-16F,SMUCSE2341,esposama
20,341,335,676,16,esposama,31,2016-10-16 20:49:55+00:00,CSE2341-16F,SMUCSE2341,esposama
21,11828,0,11828,16,esposama,16,2016-10-12 05:42:51+00:00,CSE2341-16F,SMUCSE2341,esposama
22,20,18,38,9,esposama,25,2016-10-08 18:31:32+00:00,CSE2341-16F,SMUCSE2341,esposama
23,11844,0,11844,16,esposama,89,2016-10-08 18:07:43+00:00,CSE2341-16F,SMUCSE2341,esposama
24,370,288,658,6,esposama,16,2016-10-08 17:57:17+00:00,CSE2341-16F,SMUCSE2341,esposama
25,713,0,713,8,esposama,27,2016-10-07 20:31:28+00:00,CSE2341-16F,SMUCSE2341,esposama
26,29,26,55,3,esposama,39,2016-09-26 06:11:51+00:00,CSE2341-16F,SMUCSE2341,esposama
27,11409,0,11409,13,justinledford,54,2016-09-26 01:08:40+00:00,CSE2341-16F,SMUCSE2341,esposama
28,176,15,191,4,esposama,56,2016-09-25 22:10:19+00:00,CSE2341-16F,SMUCSE2341,esposama
29,10885,0,10885,5,esposama,23,2016-09-23 19:39:25+00:00,CSE2341-16F,SMUCSE2341,esposama
0,1,0,1,1,victoriavo,15,2016-11-21 03:04:45+00:00,CSE2341-16F,SMUCSE2341,victoriavo
1,0,1,1,1,victoriavo,15,2016-11-21 03:04:21+00:00,CSE2341-16F,SMUCSE2341,victoriavo
2,1,0,1,1,victoriavo,15,2016-11-21 03:04:01+00:00,CSE2341-16F,SMUCSE2341,victoriavo
3,16936,738,17674,51,Erik Gabrielsen,87,2016-11-18 07:29:48+00:00,CSE2341-16F,SMUCSE2341,victoriavo
4,1378,0,1378,8,Erik Gabrielsen,72,2016-11-18 07:29:41+00:00,CSE2341-16F,SMUCSE2341,victoriavo
5,2,2,4,1,victoriavo,24,2016-11-09 10:06:29+00:00,CSE2341-16F,SMUCSE2341,victoriavo
6,375,174,549,16,victoriavo,20,2016-11-09 09:58:42+00:00,CSE2341-16F,SMUCSE2341,victoriavo
7,13079,0,13079,19,victoriavo,160,2016-11-07 11:52:10+00:00,CSE2341-16F,SMUCSE2341,victoriavo
8,109,37,146,7,victoriavo,36,2016-11-07 11:49:29+00:00,CSE2341-16F,SMUCSE2341,victoriavo
9,333,114,447,15,victoriavo,10,2016-11-07 11:10:01+00:00,CSE2341-16F,SMUCSE2341,victoriavo
10,222,39,261,13,victoriavo,11,2016-11-07 06:14:33+00:00,CSE2341-16F,SMUCSE2341,victoriavo
11,365,36,401,14,victoriavo,20,2016-11-06 21:04:34+00:00,CSE2341-16F,SMUCSE2341,victoriavo
12,14423,0,14423,20,victoriavo,11,2016-11-06 05:43:32+00:00,CSE2341-16F,SMUCSE2341,victoriavo
13,0,271,271,1,victoriavo,23,2016-11-06 05:28:44+00:00,CSE2341-16F,SMUCSE2341,victoriavo
14,0,12,12,1,victoriavo,19,2016-11-06 05:28:35+00:00,CSE2341-16F,SMUCSE2341,victoriavo
15,0,217,217,1,victoriavo,16,2016-11-06 05:28:30+00:00,CSE2341-16F,SMUCSE2341,victoriavo
16,0,819,819,1,victoriavo,21,2016-11-06 05:28:24+00:00,CSE2341-16F,SMUCSE2341,victoriavo
17,0,23,23,1,victoriavo,18,2016-11-06 05:28:20+00:00,CSE2341-16F,SMUCSE2341,victoriavo
18,0,271,271,1,victoriavo,23,2016-11-06 05:28:15+00:00,CSE2341-16F,SMUCSE2341,victoriavo
19,0,25,25,1,victoriavo,18,2016-11-06 05:28:08+00:00,CSE2341-16F,SMUCSE2341,victoriavo
20,0,327,327,1,victoriavo,16,2016-11-06 05:27:23+00:00,CSE2341-16F,SMUCSE2341,victoriavo
21,0,10511,10511,1,victoriavo,16,2016-11-06 05:27:14+00:00,CSE2341-16F,SMUCSE2341,victoriavo
22,0,2,2,1,victoriavo,22,2016-11-06 05:27:03+00:00,CSE2341-16F,SMUCSE2341,victoriavo
23,0,42,42,1,victoriavo,17,2016-11-06 05:26:57+00:00,CSE2341-16F,SMUCSE2341,victoriavo
24,0,299,299,1,victoriavo,18,2016-11-06 05:26:51+00:00,CSE2341-16F,SMUCSE2341,victoriavo
25,0,36,36,1,victoriavo,16,2016-11-06 05:26:44+00:00,CSE2341-16F,SMUCSE2341,victoriavo
26,0,34,34,1,victoriavo,18,2016-11-06 05:26:40+00:00,CSE2341-16F,SMUCSE2341,victoriavo
27,0,21,21,1,victoriavo,16,2016-11-06 05:26:35+00:00,CSE2341-16F,SMUCSE2341,victoriavo
28,0,51,51,1,victoriavo,15,2016-11-06 05:26:30+00:00,CSE2341-16F,SMUCSE2341,victoriavo
29,0,15,15,1,victoriavo,18,2016-11-06 05:26:23+00:00,CSE2341-16F,SMUCSE2341,victoriavo
0,12114,0,12114,12,Erik Gabrielsen,79,2016-10-24 00:27:41+00:00,CSE2341-16F,SMUCSE2341,teresa201
1,11256,0,11256,5,Erik Gabrielsen,83,2016-10-24 00:27:28+00:00,CSE2341-16F,SMUCSE2341,teresa201
2,12114,0,12114,12,teresa201,25,2016-10-17 00:43:13+00:00,CSE2341-16F,SMUCSE2341,teresa201
3,11256,0,11256,5,teresa201,35,2016-09-26 01:07:17+00:00,CSE2341-16F,SMUCSE2341,teresa201
4,1004,75,1079,11,Erik Gabrielsen,60,2016-09-26 00:58:54+00:00,CSE2341-16F,SMUCSE2341,teresa201
5,20,0,20,1,teresa201,22,2016-09-19 03:39:10+00:00,CSE2341-16F,SMUCSE2341,teresa201
6,5,0,5,2,teresa201,17,2016-09-19 03:04:52+00:00,CSE2341-16F,SMUCSE2341,teresa201
7,979,75,1054,10,teresa201,138,2016-09-19 02:56:30+00:00,CSE2341-16F,SMUCSE2341,teresa201
8,666,0,666,6,Erik Gabrielsen,67,2016-09-17 18:56:46+00:00,CSE2341-16F,SMUCSE2341,teresa201
9,10,0,10,1,Erik Gabrielsen,77,2016-09-13 08:03:12+00:00,CSE2341-16F,SMUCSE2341,teresa201
10,665,0,665,5,teresa201,76,2016-09-06 06:48:18+00:00,CSE2341-16F,SMUCSE2341,teresa201
11,0,34,34,1,teresa201,15,2016-09-02 01:06:31+00:00,CSE2341-16F,SMUCSE2341,teresa201
12,0,85,85,1,teresa201,16,2016-09-02 01:06:22+00:00,CSE2341-16F,SMUCSE2341,teresa201
13,0,10509,10509,1,teresa201,16,2016-09-02 01:06:13+00:00,CSE2341-16F,SMUCSE2341,teresa201
14,0,181,181,1,teresa201,17,2016-09-02 01:05:57+00:00,CSE2341-16F,SMUCSE2341,teresa201
15,0,35,35,1,teresa201,26,2016-09-02 01:05:33+00:00,CSE2341-16F,SMUCSE2341,teresa201
16,0,35,35,1,teresa201,17,2016-09-02 01:05:18+00:00,CSE2341-16F,SMUCSE2341,teresa201
17,10880,0,10880,7,teresa201,26,2016-08-30 23:46:59+00:00,CSE2341-16F,SMUCSE2341,teresa201
18,0,0,0,1,teresa201,98,2016-08-28 22:12:32+00:00,CSE2341-16F,SMUCSE2341,teresa201
19,10,0,10,1,teresa201,27,2016-08-28 21:34:18+00:00,CSE2341-16F,SMUCSE2341,teresa201
20,0,0,0,5,justin,15,2016-08-25 15:13:21+00:00,CSE2341-16F,SMUCSE2341,teresa201
0,12124,0,12124,10,Erik Gabrielsen,81,2016-11-18 04:59:21+00:00,CSE2341-16F,SMUCSE2341,ruil1
1,578,0,578,7,Erik Gabrielsen,81,2016-11-18 04:52:37+00:00,CSE2341-16F,SMUCSE2341,ruil1
2,11152,0,11152,5,ruil1,7,2016-11-09 10:46:41+00:00,CSE2341-16F,SMUCSE2341,ruil1
3,409,0,409,2,ruil1,8,2016-11-09 10:41:10+00:00,CSE2341-16F,SMUCSE2341,ruil1
4,563,0,563,3,ruil1,6,2016-11-09 10:35:27+00:00,CSE2341-16F,SMUCSE2341,ruil1
5,110,93,203,4,Erik Gabrielsen,82,2016-10-23 20:46:29+00:00,CSE2341-16F,SMUCSE2341,ruil1
6,578,0,578,7,ruil1,7,2016-10-23 19:42:48+00:00,CSE2341-16F,SMUCSE2341,ruil1
7,110,93,203,4,ruil1,16,2016-10-17 08:55:42+00:00,CSE2341-16F,SMUCSE2341,ruil1
8,463,0,463,4,Erik Gabrielsen,99,2016-10-16 18:09:36+00:00,CSE2341-16F,SMUCSE2341,ruil1
9,463,0,463,4,ruil1,13,2016-09-26 02:33:47+00:00,CSE2341-16F,SMUCSE2341,ruil1
10,555,91,646,6,Erik Gabrielsen,68,2016-09-25 18:16:45+00:00,CSE2341-16F,SMUCSE2341,ruil1
11,0,38,38,1,ruil1,15,2016-09-21 10:58:22+00:00,CSE2341-16F,SMUCSE2341,ruil1
12,0,181,181,1,ruil1,17,2016-09-21 10:58:12+00:00,CSE2341-16F,SMUCSE2341,ruil1
13,452,26,478,6,ruil1,17,2016-09-21 10:57:45+00:00,CSE2341-16F,SMUCSE2341,ruil1
